AgentID,Name,PhoneNumber,Email
963,Joseph Armstrong,8607406527,josepharmstrong@example.com
964,Liane T Lombardi,8605160064,lianetlombardi@example.com
965,Fawiz J Ahmed,8603646489,fawizjahmed@example.com
966,Jane M Crooke,8609916172,janemcrooke@example.com
967,Sallie L Cappadora,9598961308,sallielcappadora@example.com
968,Anthony Florenzano,9598954831,anthonyflorenzano@example.com
969,Steve J Vastola,8603950477,stevejvastola@example.com
970,Kirk A Coates,9594708007,kirkacoates@example.com
971,Joseph Carnemolla,9596542215,josephcarnemolla@example.com
972,Catherine A Leake,9591884858,catherinealeake@example.com
973,Tracy Henry,9598761523,tracyhenry@example.com
974,Gary W Lemieux,2032753755,garywlemieux@example.com
975,Thomas M Welles,8600059055,thomasmwelles@example.com
976,Nancy Orlando,8600480252,nancyorlando@example.com
977,Amanda J Pompa,8605970194,amandajpompa@example.com
978,Robert E Adams,9590374227,roberteadams@example.com
979,Corey L Koeller,8603070889,coreylkoeller@example.com
980,Kris J Lippi,2037935238,krisjlippi@example.com
981,Carrie Schwartz,9590971989,carrieschwartz@example.com
982,Noah King,2032456993,noahking@example.com
983,Arek Wtulich,2037538968,arekwtulich@example.com
984,Nicolle Serafino,8602210689,nicolleserafino@example.com
985,Lucy Goicoechea-Hernandez,9594338654,lucygoicoechea-hernandez@example.com
986,Michael Falotico,9592958517,michaelfalotico@example.com
987,Scott T Lewis,2032187691,scotttlewis@example.com
988,Laurie C Murray,2030605604,lauriecmurray@example.com
989,Patricia Raffile,2035663398,patriciaraffile@example.com
990,Dee Mattera,4753312927,deemattera@example.com
991,Jacek Mikolajczyk Team,9594364694,jacekmikolajczykteam@example.com
992,Christina Scigulinsky,4751828515,christinascigulinsky@example.com
993,BONNIE COLLINS TEAM,8603777841,bonniecollinsteam@example.com
994,Dawn G Baker,8602406131,dawngbaker@example.com
995,Evie Bendett,8604609433,eviebendett@example.com
996,Mark J Zweifler,9592900236,markjzweifler@example.com
997,Lisa Barall-Matt (WH),4756233277,lisabarall-matt(wh)@example.com
998,Vytenis K Nenortas,9592223578,vytenisknenortas@example.com
999,Annie Sullivan,9590719647,anniesullivan@example.com
1000,Avi Y Ron,4759017829,aviyron@example.com
1001,Hilary Culver,9593741265,hilaryculver@example.com
1002,Ophelia Jagdat,4755846356,opheliajagdat@example.com
1003,Ariel Edery,9597544525,arieledery@example.com
1004,Sara A Musto,2038432622,saraamusto@example.com
1005,Eric Tellier,2032419158,erictellier@example.com
1006,Geraldine Asres,4751509510,geraldineasres@example.com
1007,Michael Sinatro,4755771601,michaelsinatro@example.com
1008,Luan Phan,9595446741,luanphan@example.com
1009,Steven T Koleno,8609294353,steventkoleno@example.com
1010,Sandy Gervais,8601511639,sandygervais@example.com
1011,Carol Presutti Team,8606839790,carolpresuttiteam@example.com
1012,SUZANNE WALSH TEAM,2031055583,suzannewalshteam@example.com
1013,Josef Nicorici,9590295001,josefnicorici@example.com
1014,Kareem D Parks,4756603693,kareemdparks@example.com
1015,Maya Brown,4750166519,mayabrown@example.com
1016,Vanessa Hudson,2038123977,vanessahudson@example.com
1017,Brian Kubeck,4751877581,briankubeck@example.com
1018,Liz Teare Team,8609016607,lizteareteam@example.com
1019,Patti P Maulucci,9599173371,pattipmaulucci@example.com
1020,Barbara Clerice,8609960377,barbaraclerice@example.com
1021,Manju L Gupta-Koley,4753996510,manjulgupta-koley@example.com
1022,Allison Sharlow,4756534217,allisonsharlow@example.com
1023,Karen Tuvin,2034520022,karentuvin@example.com
1024,MSB Team at Berkshire Hathaway HomeServices New England Properties,9599816324,msbteamatberkshirehathawayhomeservicesnewenglandproperties@example.com
1025,John Rockwell,2033481979,johnrockwell@example.com
1026,Wayne C Watt Jr.,8605735137,waynecwattjr.@example.com
1027,Sasha Dagnall,2038966689,sashadagnall@example.com
1028,Barbie Butler,9593746394,barbiebutler@example.com
1029,William D Stiles,4759897387,williamdstiles@example.com
1030,Allen B Gammons,8608609439,allenbgammons@example.com
1031,Eileen Brewer-Akin,9593523487,eileenbrewer-akin@example.com
1032,Lesbia M Hernandez,2030977900,lesbiamhernandez@example.com
1033,Cindy D Gaioni,8602167256,cindydgaioni@example.com
1034,Marsha Penna,8603415250,marshapenna@example.com
1035,Qin Lin,2037324805,qinlin@example.com
1036,Timothy J Daly,8602557479,timothyjdaly@example.com
1037,Chad M Glucksman,8601547817,chadmglucksman@example.com
1038,Deborah W Chessari,8602637686,deborahwchessari@example.com
1039,Sean Page,8603966013,seanpage@example.com
1040,The DeBella Team at William Raveis Real Estate,4752838526,thedebellateamatwilliamraveisrealestate@example.com
1041,Deb Cohen,8604415147,debcohen@example.com
1042,Amy Babich,8606392170,amybabich@example.com
1043,Audrey H Laufer,9592328909,audreyhlaufer@example.com
1044,William Glanville,9597908502,williamglanville@example.com
1045,Lisa C Sadinsky,8604463779,lisacsadinsky@example.com
1046,Keri A Watkins,4755167989,keriawatkins@example.com
1047,Lori Simons,2031943526,lorisimons@example.com
1048,Samantha Wanagel,9596169924,samanthawanagel@example.com
1049,Rosemary Lovelace,2039025043,rosemarylovelace@example.com
1050,Tracey Hollerbach,9599996829,traceyhollerbach@example.com
1051,Creighton Bond,2031738467,creightonbond@example.com
1052,Susan M Wiley,9595463794,susanmwiley@example.com
1053,Mary Rose Sinatro,2033428816,maryrosesinatro@example.com
1054,Sanam Solati,2037560910,sanamsolati@example.com
1055,Suzanne G Schumann,9595605523,suzannegschumann@example.com
1056,Briana N. Balara,8607133670,brianan.balara@example.com
1057,Susan S Hatch,4755531205,susanshatch@example.com
1058,Reza Abbassi,4750888127,rezaabbassi@example.com
1059,Maura K Hammick,4759503588,maurakhammick@example.com
1060,Robert E O'Meara,8609391584,roberteo'meara@example.com
1061,Michelle Maldonado,9599223656,michellemaldonado@example.com
1062,Christina Zainc,4750135833,christinazainc@example.com
1063,Susan Brine,2032091771,susanbrine@example.com
1064,Tracy McHugh,2039859106,tracymchugh@example.com
1065,Beth Brown,2032171122,bethbrown@example.com
1066,Nate Minor,8604784577,nateminor@example.com
1067,Xuemei Xu,8606607835,xuemeixu@example.com
1068,Anthony S LaSala,2038760389,anthonyslasala@example.com
1069,The Around Town Team at Keller Williams,9593230411,thearoundtownteamatkellerwilliams@example.com
1070,Michael P Antisdale,9591259011,michaelpantisdale@example.com
1071,John Balf Morgan,9598943767,johnbalfmorgan@example.com
1072,John Calabrese,9598288093,johncalabrese@example.com
1073,Olga A Libhaber,9596424557,olgaalibhaber@example.com
1074,Matt St. Amour,8607618800,mattst.amour@example.com
1075,Renee Autorino,4750577855,reneeautorino@example.com
1076,Kelly Mazza,9596312494,kellymazza@example.com
1077,Nancy M Weiner,9595065482,nancymweiner@example.com
1078,Augie J Smith,8603733148,augiejsmith@example.com
1079,Patricia McLaughlin,9590164651,patriciamclaughlin@example.com
1080,Patricia Kenyon,9592098021,patriciakenyon@example.com
1081,Lyle Rotondo,9599079456,lylerotondo@example.com
1082,Kathryn A Taylor,8604906712,kathrynataylor@example.com
1083,Sheila Gschwind,2032174468,sheilagschwind@example.com
1084,Chris Colli,8604967565,chriscolli@example.com
1085,Jason F Smith,9591879512,jasonfsmith@example.com
1086,Michael Devine,9598437931,michaeldevine@example.com
1087,Maris LeBlanc,2037521132,marisleblanc@example.com
1088,Michael Barbaro,2033197045,michaelbarbaro@example.com
1089,Virginia R Proft,9592772589,virginiarproft@example.com
1090,Ryan Barry,2036176400,ryanbarry@example.com
1091,Armando Roman,8604051410,armandoroman@example.com
1092,Todd G Namnoun,8604184477,toddgnamnoun@example.com
1093,Kate D'addabbo,2032889248,kated'addabbo@example.com
1094,Next Level Team of RE/MAX One,4753543408,nextlevelteamofre/maxone@example.com
1095,Lou Mira,9592589342,loumira@example.com
1096,Patrick Daly,2034544110,patrickdaly@example.com
1097,Jane B Sinisgalli-Carta,8602112385,janebsinisgalli-carta@example.com
1098,Heather Billingsley,4752198466,heatherbillingsley@example.com
1099,Joe Stafford,8600684196,joestafford@example.com
1100,Gina M Lavery,2035204905,ginamlavery@example.com
1101,Gary Crawford,2037007071,garycrawford@example.com
1102,Christine Morrissette,9596502746,christinemorrissette@example.com
1103,R.Neil Howett,8604256564,r.neilhowett@example.com
1104,Brent Bowman,9593599690,brentbowman@example.com
1105,Maureen A Horowitz,8608283007,maureenahorowitz@example.com
1106,Tanja Gogic,9595478577,tanjagogic@example.com
1107,Curtiss B Clemens Sr.,2039489818,curtissbclemenssr.@example.com
1108,Frank Fonteyn,8603481624,frankfonteyn@example.com
1109,Alana Wall-Galvin,9593401859,alanawall-galvin@example.com
1110,"Joseph F Cafasso, Jr.",8603116348,"josephfcafasso,jr.@example.com"
1111,Jonathan Smith,4751438558,jonathansmith@example.com
1112,Joanne T Breen,2030796172,joannetbreen@example.com
1113,Gregg Anderson,4759985131,gregganderson@example.com
1114,Helen Krzyczynski,8600907088,helenkrzyczynski@example.com
1115,Lori Shaer,2039153294,lorishaer@example.com
1116,Carla A Neary-Bellizzi,2032887273,carlaaneary-bellizzi@example.com
1117,Krob Robinson,4750793215,krobrobinson@example.com
1118,Dick Peplau,2036099062,dickpeplau@example.com
1119,Samantha Khan,4755950097,samanthakhan@example.com
1120,Marie Padilla,2032075990,mariepadilla@example.com
1121,Bob Allan,8604673811,boballan@example.com
1122,Tina Parsadanov,9591549004,tinaparsadanov@example.com
1123,Joshua Flores,9590195488,joshuaflores@example.com
1124,Jessica L Blancato,9591191027,jessicalblancato@example.com
1125,Eric Cichon,2035724061,ericcichon@example.com
1126,Lisa Gillette,9591503226,lisagillette@example.com
1127,John M Zubretsky Jr.,2031060279,johnmzubretskyjr.@example.com
1128,Lizz M Romano,2032819692,lizzmromano@example.com
1129,Sandra Ciarleglio,8604759049,sandraciarleglio@example.com
1130,Christopher Anselmo,9591742099,christopheranselmo@example.com
1131,Tom Pentalow,2032446006,tompentalow@example.com
1132,Tony Opalenik,8601267100,tonyopalenik@example.com
1133,Stephanie N Rizzo,8607702453,stephanienrizzo@example.com
1134,THE JUVENCIO TEAM AT RE/MAX PRECISION,8608216063,thejuvencioteamatre/maxprecision@example.com
1135,Roseanne R Scacca,9591370463,roseannerscacca@example.com
1136,Candy W Moore,9593237486,candywmoore@example.com
1137,Colleen Burne,8604274011,colleenburne@example.com
1138,Michael Sklutovsky,8607957027,michaelsklutovsky@example.com
1139,Ray Marino,4756554653,raymarino@example.com
1140,Karen D Parker,2032460472,karendparker@example.com
1141,Christopher P Gerber,4759593610,christopherpgerber@example.com
1142,Mary Beth Welsh,2035816335,marybethwelsh@example.com
1143,Ty Jackson,2031758318,tyjackson@example.com
1144,Catherine M Thompson,9594574850,catherinemthompson@example.com
1145,Lisa Ziegler,2038268231,lisaziegler@example.com
1146,Kimberly Coccomo,8604502918,kimberlycoccomo@example.com
1147,Michael J Flaherty Jr,4751990727,michaeljflahertyjr@example.com
1148,Lisa J Butterfield,2038643090,lisajbutterfield@example.com
1149,Matthew Crossen,8601246441,matthewcrossen@example.com
1150,Rebecca Koladis,8605637010,rebeccakoladis@example.com
1151,Michelle H Bonneau,8601429881,michellehbonneau@example.com
1152,Mandy Fontanez,4754363569,mandyfontanez@example.com
1153,Sonia Diaz,2038518677,soniadiaz@example.com
1154,Shana Rivera,4751870978,shanarivera@example.com
1155,Doreen Amata,9593949183,doreenamata@example.com
1156,Dadrie D Broderick,2035636489,dadriedbroderick@example.com
1157,Janet J Riley,4755487321,janetjriley@example.com
1158,Richard A Ashman,8606080978,richardaashman@example.com
1159,Kristel Bolden-Gray,9596626102,kristelbolden-gray@example.com
1160,Gintare O'Shea,2034897337,gintareo'shea@example.com
1161,Beth L McIntyre,2037247126,bethlmcintyre@example.com
1162,Thomas Harris,9596452654,thomasharris@example.com
1163,Denise Chambers,4758093567,denisechambers@example.com
1164,Ayana K Taylor,2031150934,ayanaktaylor@example.com
1165,Diane Kendrick,9593378870,dianekendrick@example.com
1166,Holly A Keating,4750035138,hollyakeating@example.com
1167,Kirk A Scarlett,4752141538,kirkascarlett@example.com
1168,Fernando M Paiva,4757169842,fernandompaiva@example.com
1169,Christopher Farrell,2032572363,christopherfarrell@example.com
1170,John Waters,2038989412,johnwaters@example.com
1171,Stephanie Liriano,9599417934,stephanieliriano@example.com
1172,Richard C Lovely,8608019013,richardclovely@example.com
1173,Kraig S Arvisais,4753393886,kraigsarvisais@example.com
1174,Natalie Mendes,8603770089,nataliemendes@example.com
1175,Patricia Wheway,4750250835,patriciawheway@example.com
1176,Joel Lucas,2037147960,joellucas@example.com
1177,Ross St. Peter,8609241042,rossst.peter@example.com
1178,Erica A Jacobsen,9596084682,ericaajacobsen@example.com
1179,Brittany Moreland,4751993773,brittanymoreland@example.com
1180,Linda Domingos,4757407403,lindadomingos@example.com
1181,Mike Barile,8603360205,mikebarile@example.com
1182,WeHa Team of Canopy Brokerage Co.,9595877957,wehateamofcanopybrokerageco.@example.com
1183,Michael G Wrabel,8600603241,michaelgwrabel@example.com
1184,Melissa Blondek,8602079669,melissablondek@example.com
1185,Theresa C Paciga,8604171148,theresacpaciga@example.com
1186,Vickie N Allen,4756544255,vickienallen@example.com
1187,Steve Martin,4759656891,stevemartin@example.com
1188,Daniel Merrigan,9595907557,danielmerrigan@example.com
1189,Gloria M Clark,4751522717,gloriamclark@example.com
1190,Erik Govoni,2039087479,erikgovoni@example.com
1191,Patricia Piepul,2035215974,patriciapiepul@example.com
1192,Andrea Wagner,8606335581,andreawagner@example.com
1193,Sean Heald,2031993511,seanheald@example.com
1194,Kelsey Thompson,9593257727,kelseythompson@example.com
1195,David Senna,4756910215,davidsenna@example.com
1196,Elizabeth Stockwell,9597717826,elizabethstockwell@example.com
1197,Nicholas Kostant,8603458619,nicholaskostant@example.com
1198,Angelo Turner,4759368331,angeloturner@example.com
1199,Silvia S Winn,4752996395,silviaswinn@example.com
1200,Daniel Senofonte,4759909501,danielsenofonte@example.com
1201,Tammy J Arute,9599096576,tammyjarute@example.com
1202,Brian R Banak,9591874711,brianrbanak@example.com
1203,Christopher Piccoli,8604274006,christopherpiccoli@example.com
1204,Ralph M Harvey,4751655106,ralphmharvey@example.com
1205,DJ J Dube,4759517765,djjdube@example.com
1206,Teresa R Farrelly,8605328397,teresarfarrelly@example.com
1207,Ryan Rea,9596663026,ryanrea@example.com
1208,Diane Cordiliko,2031573296,dianecordiliko@example.com
